0.12,0.02333729,-0.02133362,0.9951729,0.1169214,-0.04507473,0.9831404
0.1853481,0.03035903,-0.03483091,0.9928896,0.1173182,-0.04699259,0.982874
0.2896709,0.01615698,-0.008462405,0.9974056,0.1194725,-0.05528227,0.9816794
0.3914435,0.001601163,-0.1224106,0.9855484,0.08704782,-0.143291,0.9745432
0.486263,0.004023202,-0.1249056,0.9850142,0.08778383,-0.1435652,0.9744374
0.5878704,-0.003586761,-0.1251063,0.9850408,0.08759448,-0.1361105,0.9753267
0.6838261,-0.008039142,-0.1236763,0.9847691,0.08874927,-0.1298953,0.9759365
0.7930334,-0.009431215,-0.1225721,0.9847609,0.08887102,-0.1296043,0.9759583
0.8923849,-0.01122471,-0.1153509,0.9854273,0.08899799,-0.1288892,0.976029
0.9814145,0.007639073,0.05250197,0.9938339,0.1093766,-0.00271452,0.9889035
1.080191,0.007456602,0.05281907,0.9938192,0.107903,0.0001682979,0.9893529
1.196771,0.008954463,0.05879371,0.9930556,0.1097517,-0.00397071,0.9887176
1.286892,0.009498823,0.05957404,0.9929215,0.1103691,-0.004528996,0.9885906
1.388453,0.01085569,0.06116907,0.9926233,0.1101316,-0.004126758,0.9886616
1.494685,0.01107015,0.06506635,0.9922004,0.1097182,-0.001292536,0.9890382
1.594219,0.005038102,-0.1018847,0.9876001,0.07941103,-0.1400719,0.9756847
1.694716,-0.002741974,-0.105176,0.9874508,0.07803417,-0.1397691,0.9758582
1.781042,-0.0007430832,-0.1057803,0.9875772,0.07840618,-0.1412917,0.975643
1.880794,0.01579969,-0.1434791,0.981665,0.08638694,-0.1725394,0.9711947
1.996165,0.0178838,-0.1422491,0.9815997,0.08688924,-0.173747,0.9710034
2.086859,0.01697112,-0.1425944,0.9816508,0.08693896,-0.1740083,0.9709679
2.185413,0.01726991,-0.1463753,0.9811795,0.08684733,-0.1746281,0.9709047
2.288418,0.01748207,-0.1461959,0.9811791,0.08685444,-0.1732128,0.9710692
2.390939,0.01781895,-0.1338866,0.9825824,0.08995783,-0.1566612,0.9726905
2.492983,0.01661053,-0.130863,0.9830567,0.08574126,-0.1551398,0.9732908
2.595926,-0.3859275,-0.03548619,0.9178912,-0.3368273,-0.04049129,0.9330899
2.695046,-0.3567756,-0.06576917,0.9239013,-0.327422,-0.06532805,0.9330275
2.795279,-0.3525778,-0.08262746,0.9231525,-0.3219554,-0.07575078,0.933452
2.880181,-0.3543313,-0.09041513,0.9216653,-0.3232581,-0.07928091,0.9326209
2.995137,-0.3452865,-0.1006991,0.9232125,-0.3237244,-0.07507905,0.9329868
3.082411,-0.3455551,-0.09493814,0.9238288,-0.3227592,-0.07285757,0.9335547
3.18132,-0.3427779,-0.1120986,0.9226042,-0.3203905,-0.09315583,0.9318231
3.289879,-0.3914225,-0.05629002,0.9124616,-0.3566597,-0.02656247,0.9286896
3.395822,-0.3623002,-0.0561967,0.9233557,-0.3444112,-0.04401791,0.9303631
3.498276,-0.3857538,-0.05990678,0.9150581,-0.3638739,-0.06324399,0.9220139
3.590814,-0.3955419,-0.04938242,0.9110874,-0.3698632,-0.06775574,0.9196151
3.696532,-0.4028336,-0.03907834,0.9084246,-0.3680551,-0.04104372,0.9234163
3.786001,-0.4063228,-0.03662045,0.9068542,-0.3684024,-0.03971781,0.9234698
3.887918,-0.4114381,-0.03994222,0.903722,-0.3693741,-0.04257632,0.9228226
3.99597,-0.4279159,-0.0353821,0.8954612,-0.3761524,-0.03929822,0.9211254
4.088704,-0.4320081,-0.02117785,0.8949757,-0.3760783,-0.03487989,0.9216846
4.182435,-0.4335193,-0.02154768,0.8941237,-0.3772831,-0.033191,0.9215172
4.284416,-0.4330936,-0.01782924,0.8947968,-0.3772026,-0.03742782,0.9210278
4.380327,-0.4297347,-0.01313612,0.8971543,-0.394488,0.001096719,0.9174516
4.488473,-0.4410851,0.02995244,0.8894993,-0.3944094,0.006865579,0.9168845
4.58619,-0.4363592,0.01169611,0.8939527,-0.4004683,0.002759793,0.9140795
4.684681,-0.4382937,-0.002475355,0.893857,-0.3929672,-0.04959016,0.9124386
4.793885,-0.3712487,-0.07606778,0.9181779,-0.3309588,-0.1123311,0.9262291
4.891964,-0.4143003,-0.05957791,0.8998396,-0.3223,-0.1421474,0.9252862
4.981711,-0.3948925,-0.07678166,0.9081517,-0.3228809,-0.1412646,0.9252138
5.080709,-0.4578745,-0.1024519,0.8714128,-0.3989903,-0.03263798,0.9112504
5.195104,-0.427325,-0.07612587,0.8908955,-0.4480123,0.03296829,0.8854784
5.291427,-0.4197569,-0.07925785,0.8945652,-0.3666103,-0.1004225,0.9166553
5.381398,-0.4168588,-0.08048385,0.8959674,-0.3627422,-0.108591,0.9168594
5.481366,-0.4259804,-0.03025756,0.8971097,-0.3747736,-0.03865259,0.92163
5.589093,-0.4257636,-0.02611824,0.8977215,-0.3780282,-0.03322144,0.9212832
5.697769,-0.4280995,-0.01628624,0.897651,-0.3777257,-0.01765018,0.9232668
