0.12,0.6568549,-0.2781343,12.5,1.118173,-0.5628996,12.5
0.1853481,0.7469327,-0.4483061,12.5,1.123345,-0.5877676,12.5
0.2896709,0.5655448,-0.1153708,12.5,1.151981,-0.6945372,12.5
0.3914435,0.2317183,-0.979694,7.840929,0.4549612,-1.086459,7.426568
0.486263,0.24543,-0.9796941,7.682359,0.4608553,-1.089435,7.43085
0.5878704,0.1856998,-0.9796941,7.669158,0.458953,-1.031301,7.429468
0.6838261,0.1531903,-0.9796941,7.756823,0.4679754,-0.9847043,7.438227
0.7930334,0.1437462,-0.9796941,7.825126,0.4691617,-0.9828975,7.442446
0.8923849,0.1395451,-0.9796939,8.318783,0.4710503,-0.9796941,7.458759
0.9814145,0.4605307,0.650723,12.5,1.016235,-0.02478743,12.5
1.080191,0.4582515,0.6550851,12.5,0.9971589,0.01128626,12.5
1.196771,0.4774563,0.730443,12.5,1.021189,-0.04072762,12.5
1.286892,0.4844072,0.7406707,12.5,1.029075,-0.04807234,12.5
1.388453,0.5016117,0.7608213,12.5,1.026056,-0.04286718,12.5
1.494685,0.5045521,0.8108463,12.5,1.020442,-0.007643223,12.5
1.594219,0.2662563,-0.8365905,8.054044,0.3944122,-1.05519,7.385736
1.694716,0.3321244,-1.340172,12.5,0.3837807,-1.052373,7.381002
1.781042,0.3574082,-1.34637,12.5,0.3867094,-1.065031,7.382306
1.880794,0.3225189,-1.078462,7.353726,0.686086,-2.05,11.57237
1.996165,0.3384997,-1.070814,7.360841,0.6877226,-2.05,11.49363
2.086859,0.3315217,-1.072958,7.357735,0.6872953,-2.05,11.47665
2.185413,0.3452838,-1.136207,7.585996,0.6839558,-2.05,11.4368
2.288418,0.3469263,-1.134629,7.585996,0.6892957,-2.05,11.53086
2.390939,0.3365163,-1.003991,7.337965,0.7833634,-2.005872,12.5
2.492983,0.3283913,-0.9837502,7.359862,0.7287187,-1.985322,12.5
2.595926,-3.187696,-0.3213081,8.179083,-3.188739,-0.3488184,8.152772
2.695046,-3.345607,-0.6760246,9.419422,-3.498163,-0.6367378,9.169511
2.795279,-3.314568,-0.8505058,9.445164,-3.408405,-0.7318911,9.079043
2.880181,-3.333861,-0.9301205,9.434,-3.389066,-0.7595199,8.98671
2.995137,-3.275792,-1.046273,9.552977,-3.416189,-0.7238957,9.048005
3.082411,-3.268991,-0.9844654,9.534277,-3.427178,-0.7058491,9.104131
3.18132,-3.275693,-1.1731,9.626815,-3.31859,-0.8825111,8.860924
3.289879,-3.212674,-0.5028344,8.080224,-3.282296,-0.2216011,7.91347
3.395822,-3.443889,-0.5852988,9.571451,-3.223238,-0.3760985,8.014525
3.498276,-3.269416,-0.5484697,8.411062,-3.339665,-0.5382692,7.813893
3.590814,-3.216079,-0.4308947,8.015888,-3.387061,-0.5785931,7.78515
3.696532,-3.255526,-0.3375803,7.93224,-3.349958,-0.3490009,7.769401
3.786001,-3.271275,-0.3152446,7.883792,-3.352049,-0.3373312,7.767523
3.887918,-3.304406,-0.341584,7.831085,-3.359889,-0.3626676,7.760593
3.99597,-3.423654,-0.298646,7.709768,-3.405991,-0.3355472,7.720465
4.088704,-3.449255,-0.1782447,7.684883,-3.40505,-0.2969506,7.724329
4.182435,-3.459249,-0.1794314,7.67226,-3.413583,-0.2843704,7.718175
4.284416,-3.456233,-0.1457505,7.680544,-3.413847,-0.3225965,7.714907
4.380327,-3.433508,-0.1036789,7.713837,-3.537127,0.001443267,7.634502
4.488473,-3.602879,0.2653089,7.808753,-3.534323,0.05226493,7.624911
4.58619,-3.503741,0.1001639,7.717942,-3.58526,0.02283573,7.601392
4.684681,-3.493911,-0.02526832,7.657932,-3.543696,-0.4152243,7.634718
